number of elments,reverse,almost sorted,shuffed,sorted
2,3.2199999999982243e-06,3.223999999999588e-05,2.7960000000000484e-05,2.3750000000002935e-05
3,2.8691000000004296e-05,5.355999999999417e-05,4.9259000000002884e-05,4.793000000000158e-05
4,5.017000000000216e-05,9.725999999999485e-05,9.386900000000337e-05,8.169999999999705e-05
5,7.969999999999505e-05,0.00010452999999999157,0.00010422000000000209,0.0001017899999999905
6,0.00010546100000000114,0.00013217899999999616,0.00015065000000000217,0.0001391300000000012
7,0.00016109899999999788,0.0002531800000000056,0.0002438309999999999,0.00020490099999999345
8,0.00020681900000001086,0.0002457900000000096,0.00023958999999999786,0.00023971999999999882
9,0.0002341909999999947,0.00023269999999998847,0.00022936999999999264,0.00024847999999999537
10,0.00029260000000000397,0.00030700999999999645,0.0003098699999999899,0.00031151000000000095
11,0.00027701999999998894,0.00031255100000000813,0.00039211099999998666,0.0003879809999999956
12,0.00037560999999999845,0.0004054000000000002,0.00038768000000000136,0.00038024999999999864
13,0.00040447100000000347,0.0003932199999999997,0.0004831299999999983,0.00035189100000000695
14,0.00037732000000000043,0.0004143900000000006,0.0004769899999999966,0.00039170999999998957
15,0.0004315899999999956,0.0005192709999999878,0.000455549999999999,0.0004834900000000031
16,0.0004553109999999999,0.000481750000000003,0.0006291300000000055,0.0006089900000000037
17,0.0007674510000000023,0.000525150000000002,0.0005098399999999975,0.0004937090000000088
18,0.0006914999999999977,0.0005915010000000082,0.0005790009999999957,0.000804019000000003
19,0.0008955520000000078,0.0006694400000000073,0.0006044199999999944,0.0006241510000000033
20,0.000684292000000003,0.0008388710000000049,0.0007268799999999992,0.0005755409999999989
21,0.0007894800000000091,0.000719740999999996,0.0007086209999999926,0.0007064300000000079
22,0.000705849999999994,0.00040415999999998675,0.0003373999999999877,0.00037761000000000045
23,0.0004218899999999942,0.00037136000000000113,0.0003563310000000014,0.0005425699999999922
24,0.0003475700000000054,0.0003815310000000044,0.0003818099999999963,0.00037116000000000926
25,0.0004226690000000005,0.0007013999999999909,0.0006172809999999973,0.0005683600000000039
26,0.0005698290000000078,0.0006697700000000001,0.000518358999999996,0.0003921709999999967
27,0.00040587999999999735,0.0005458110000000072,0.00042916100000001123,0.0004162799999999911
28,0.0006512909999999983,0.00046071000000000306,0.0005751200000000123,0.0006611209999999867
29,0.0005934100000000164,0.0006623600000000007,0.0007913509999999957,0.0007028500000000049
30,0.0006709700000000207,0.0007340599999999808,0.0008837509999999882,0.0009758519999999993
31,0.0007013810000000009,0.0008056499999999911,0.0006445200000000095,0.0005621100000000046
32,0.0007872800000000013,0.0006901410000000052,0.000547331000000012,0.0005340400000000134
33,0.0007402700000000151,0.0007547999999999999,0.0007413799999999859,0.0007292989999999888
34,0.0008021299999999842,0.0007601000000000135,0.0005939209999999973,0.0007140310000000039
35,0.0008961510000000117,0.0008893099999999765,0.0011406509999999925,0.0009992610000000013
36,0.0009429699999999874,0.0009620999999999935,0.0010263100000000025,0.0008876100000000109
37,0.00094966199999999,0.0010913389999999967,0.0010639610000000022,0.0009423600000000032
38,0.0010037999999999991,0.0007154499999999786,0.0008349999999999747,0.0006839299999999993
39,0.0006333209999999923,0.00073768099999999,0.000927861000000002,0.0007746999999999893
40,0.0009650409999999998,0.0008851099999999945,0.0009947309999999987,0.0011093789999999937
41,0.001116461000000013,0.0010067100000000218,0.0010666510000000018,0.0009708599999999901
42,0.0014137909999999976,0.0007817410000000025,0.0008675999999999962,0.0007203910000000147
43,0.001138049000000002,0.0013252309999999823,0.0011349509999999952,0.0009142699999999948
44,0.0008528399999999936,0.0011555499999999774,0.001231131999999996,0.0010903700000000072
45,0.0015627310000000116,0.0017638199999999993,0.00205707400000002,0.0018996520000000017
46,0.002052299999999979,0.002027069999999992,0.0024166309999999747,0.0020420389999999955
47,0.0017206310000000002,0.002044259999999992,0.0020071810000000245,0.0020129800000000253
48,0.001944622000000007,0.0025137120000000013,0.002374081,0.002232291000000025
49,0.0019628809999999997,0.002551572000000002,0.0027510419999999813,0.0023957119999999943
50,0.002433442000000008,0.0025321610000000327,0.002463881999999973,0.002627203999999994
51,0.0027117700000000022,0.0028560109999999916,0.0030148409999999903,0.002498011000000022
52,0.00237432999999998,0.0026841530000000224,0.002683549999999979,0.0029265719999999606
53,0.002619710999999969,0.0026557510000000395,0.002735260999999989,0.002740089999999973
54,0.002725831000000012,0.002753010999999972,0.0030113920000000016,0.0025474730000000223
55,0.0027680600000000166,0.0027943689999999632,0.0029236919999999778,0.0024696200000000057
56,0.0026539710000000327,0.0017991619999999653,0.0013065010000000155,0.0014932310000000393
57,0.0011907999999999919,0.0014457110000000162,0.0013595209999999747,0.0011031810000000086
58,0.0011982409999999888,0.0012026210000000148,0.0010761300000000085,0.001081040000000033
59,0.001685099999999995,0.0015260710000000177,0.0017791799999999913,0.0015051320000000201
60,0.0014900409999999975,0.0012573509999999621,0.0011792310000000028,0.0011128910000000047
61,0.001278480999999998,0.0011690409999999818,0.0012802209999999703,0.002190101
62,0.0031706619999999908,0.003425880999999964,0.0032425909999999614,0.003006940999999985
63,0.0030564610000000103,0.0034489530000000324,0.003121121999999976,0.003236461000000024
64,0.0029548209999999964,0.0032366409999999846,0.0034062530000000257,0.003156192000000002
65,0.0034622320000000095,0.0034430189999999916,0.0034134130000000318,0.0033258709999999803
66,0.0032216910000000265,0.00333798099999999,0.0033364810000000023,0.003541004999999986
67,0.003433518999999996,0.0036491619999999836,0.003489911999999984,0.0033406619999999942
68,0.0032604110000000186,0.003707724999999995,0.003871262999999958,0.0034714500000000426
69,0.00312621099999999,0.004018240000000062,0.0036864009999999503,0.0034621330000000894
70,0.003472850000000083,0.00360630400000006,0.003777511999999983,0.003635661999999984
71,0.0034936410000000473,0.003622520999999934,0.0035399029999999554,0.0035213729999999943
72,0.003491962999999987,0.0039033640000000203,0.0036617629999999846,0.0033706620000000242
73,0.003864171999999999,0.003921872000000048,0.004130742000000076,0.003517302
74,0.003616220000000059,0.003780291999999963,0.003212592000000014,0.004021901999999966
75,0.0033238999999999352,0.0038030420000000342,0.003751463000000066,0.00373434100000003
76,0.003712962000000042,0.0038600210000000468,0.0038119829999999633,0.0036459909999999596
77,0.0038454310000000103,0.004445131999999963,0.004052610999999984,0.00396289400000005
78,0.004104091999999948,0.00414811100000001,0.003979873000000023,0.0036536810000000752
79,0.0038610720000000764,0.004470405999999927,0.004287214999999955,0.003919292999999935
80,0.0037020819999999954,0.004185151000000054,0.003894380999999947,0.004551803000000021
81,0.003979143000000018,0.004122673999999993,0.004072820999999949,0.004252657999999965
82,0.0038606919999999434,0.004408902999999964,0.004366101999999983,0.004137372999999944
83,0.004279672999999984,0.004393303999999931,0.004610163000000056,0.004317302000000023
84,0.003930231999999978,0.004812552999999942,0.004603502999999898,0.005262228000000091
85,0.0049991330000001,0.005349863000000066,0.006215544000000017,0.004954669999999939
86,0.005322414999999969,0.0050316809999999546,0.00517603099999997,0.0046511999999999665
87,0.004568013999999954,0.005125792999999934,0.004781272000000003,0.004176830999999992
88,0.004258054000000011,0.005033601000000054,0.004961592000000015,0.004742212000000023
89,0.004733022000000031,0.005060131999999995,0.004739793000000048,0.0046304360000000155
90,0.004778503000000045,0.005306542999999997,0.003988200999999969,0.004812803999999948
91,0.004520083000000064,0.004871846000000013,0.00461993000000005,0.003887492000000048
92,0.004272295000000037,0.005678663000000084,0.004874441999999979,0.004587045000000067
93,0.004682531999999906,0.0048141319999999155,0.005116032999999964,0.004242252999999918
94,0.004404552000000006,0.004432723000000083,0.004196153999999952,0.004380911000000154
95,0.00469990000000009,0.004590070999999973,0.005125003999999933,0.0054010709999998685
96,0.005020581999999996,0.005208194000000166,0.005312500999999914,0.004928574000000019
97,0.005043852999999876,0.005195883000000068,0.005530502999999909,0.0051892630000001105
98,0.004986382000000011,0.005034712999999913,0.004507532000000092,0.0050395220000001295
99,0.005193373000000001,0.00559592199999992,0.005018202000000027,0.0050441230000000115
100,0.00513711200000011,0.005382672999999949,0.005582662999999988,0.005064143000000021
101,0.005586561999999962,0.005182171999999818,0.0054460629999999455,0.005130382000000155
102,0.005295160999999826,0.005540134000000085,0.005696562000000016,0.005323793999999937
103,0.005337382000000002,0.0061309930000001955,0.005586143000000154,0.004193232999999852
104,0.0045621209999999746,0.004460522000000022,0.005423120999999975,0.005195953000000086
105,0.0052538529999999195,0.00595554400000009,0.005853773000000118,0.005750493000000079
106,0.0058643870000001375,0.005824781999999917,0.0056547940000000185,0.00546275499999993
