number of elments,reverse,almost sorted,shuffed,sorted
2,1.519999999990973e-06,2.6829999999991583e-05,2.5910000000003985e-05,2.673999999999732e-05
3,2.851999999999022e-05,6.47689999999923e-05,6.014000000000019e-05,6.203999999999932e-05
4,6.96400000000097e-05,0.00013927000000001077,0.00011267899999999054,8.902099999999469e-05
5,8.95710000000105e-05,0.00012359100000000622,0.00013270899999999475,0.00012144000000000044
6,0.0001658300000000057,0.0001934199999999997,0.0001554399999999928,0.00015197100000000074
7,0.0001623000000000041,0.0001931400000000083,0.0003335500000000019,0.0001872690000000038
8,0.00020361899999998823,0.00022846000000001365,0.0002547910000000042,0.00021754099999998777
9,0.00024378999999999373,0.0004425230000000002,0.00026962099999999767,0.0002553100000000086
10,0.00030173000000000005,0.0004231000000000096,0.0003391100000000036,0.00029653000000001706
11,0.00035414899999999805,0.00040447999999998485,0.00041609000000000784,0.0003908800000000101
12,0.0003537099999999793,0.00038752999999999704,0.0004374610000000001,0.0003786490000000087
13,0.00015341000000002047,0.0001731399999999883,0.00017764000000000668,0.00016610000000000236
14,0.0002646000000000037,0.00030802099999999166,0.00021572000000000258,0.00023367999999998612
15,0.00027108000000000687,0.00031554000000000304,0.00032545999999999964,0.00031730000000002034
16,0.00031026000000000664,0.0003154089999999887,0.00032030899999999085,0.0003360099999999977
17,0.0003184289999999812,0.0004040800000000011,0.0003357999999999972,0.0003437599999999985
18,0.00035510099999999656,0.0003353180000000011,0.0003267599999999815,0.00029102000000000294
19,0.0003903009999999818,0.00037771999999999806,0.0003864399999999879,0.0004689599999999905
20,0.0003242589999999934,0.00034972999999999255,0.0003038910000000006,0.00029605900000001517
21,0.0007657800000000492,0.0008504500000000026,0.0007326509999999731,0.000778129999999988
22,0.0007791710000000229,0.0008644620000000103,0.0008464910000000048,0.00079129
23,0.0007609110000000308,0.0007558599999999971,0.0007224309999999678,0.0006693710000000297
24,0.0008650800000000181,0.0009095000000000075,0.0007565900000000014,0.0008447910000000114
25,0.0005468900000000221,0.0005793610000000005,0.0006242699999999823,0.0006220120000000051
26,0.0006444689999999809,0.0007459499999999952,0.0007302410000000203,0.0006803499999999962
27,0.0005830000000000002,0.000652110000000039,0.000672380000000028,0.0006995499999999932
28,0.0006326600000000071,0.0005851709999999954,0.0008673409999999659,0.0005716809999999906
29,0.0005447199999999985,0.0006722200000000011,0.0009336589999999756,0.0006834000000000007
30,0.0006343109999999985,0.0007696710000000273,0.0007322300000000004,0.0006525900000000084
31,0.001276840999999973,0.0013704819999999507,0.0013869199999999582,0.0012202699999999678
32,0.0013671410000000161,0.0015160419999999952,0.0014160710000000742,0.0014744220000000308
