number of elments,reverse,almost sorted,shuffed,sorted
2,4.539000000011728e-06,3.767999999999827e-05,2.989999999999937e-05,2.933999999998882e-05
3,4.938100000000112e-05,0.00015528000000000763,6.438000000000277e-05,6.22499999999998e-05
4,6.953099999999768e-05,0.00010976000000000041,0.00013306100000000376,9.672000000000847e-05
5,0.00010204899999999295,0.00017934899999999532,0.0001334499999999933,0.00013090999999999797
6,0.00023755000000000304,0.0001715299999999892,0.00017100000000000448,0.00016737999999999476
7,0.00016960900000000112,0.0002999299999999899,0.00021651100000000256,0.0003254500000000049
8,0.00032919900000000224,0.0002959810000000007,0.0002543509999999999,0.00020995000000000041
9,0.00020491999999999733,0.000327979000000006,0.0002990999999999966,0.0002929599999999949
10,0.0003068199999999993,0.0003633099999999917,0.0004073599999999955,0.00043474899999999816
11,0.0002747999999999917,0.00041009000000000184,0.0003791810000000062,0.00030352000000000157
12,0.00042017099999999696,0.0005119810000000086,0.0004450900000000091,0.00033846099999999824
13,0.0003780209999999923,0.0005199609999999993,0.0005441199999999952,0.00045176100000000885
14,0.0005850309999999997,0.0004306109999999974,0.0005053899999999945,0.0004081799999999941
15,0.000549609999999992,0.0006167910000000054,0.0005243199999999948,0.0004796799999999962
16,0.0004512400000000055,0.0004046399999999978,0.00034306000000000614,0.000354879999999988
17,0.00034813000000000205,0.0003590990000000016,0.0005394700000000002,0.0003608399999999873
18,0.000670320000000002,0.00040777000000000174,0.00040237900000000826,0.0003879790000000105
19,0.0004916209999999976,0.0004698810000000053,0.0003281890000000065,0.00043527999999998235
20,0.000300189999999978,0.0004540600000000061,0.0004500900000000141,0.0005306989999999956
21,0.00047674000000000327,0.0005005499999999885,0.0004331999999999947,0.00036373000000000655
22,0.0004172190000000242,0.0005408409999999864,0.0004647000000000123,0.00034236999999998075
23,0.00048562099999999164,0.0005248000000000197,0.0008915210000000062,0.0005636609999999931
24,0.0005189199999999783,0.000479930999999989,0.000540929999999995,0.0004951800000000117
25,0.00038762100000000466,0.0004480289999999887,0.0005702399999999996,0.0005330500000000071
26,0.00045485099999997836,0.0006964299999999979,0.0006212989999999918,0.000598179999999976
27,0.0006111209999999923,0.0006827709999999987,0.0007630399999999926,0.0005911910000000187
28,0.0006269499999999872,0.000594701000000003,0.0007879279999999933,0.0005379310000000193
29,0.0005760499999999946,0.0006295299999999893,0.0006318200000000052,0.0006496000000000002
30,0.0007207289999999755,0.0005975000000000008,0.0005855209999999778,0.0006676300000000024
31,0.0006953100000000045,0.0007475100000000068,0.0009047809999999934,0.0005645900000000037
32,0.0005711100000000136,0.0007206509999999888,0.001386740999999997,0.0015543429999999858
33,0.0015479989999999944,0.0016400609999999982,0.0015761210000000136,0.0013659699999999941
34,0.0015971790000000041,0.0017748119999999867,0.0019112699999999927,0.0016944110000000068
35,0.0017145699999999986,0.0015683810000000076,0.001688591000000017,0.0016511710000000068
36,0.0014228709999999922,0.0015934699999999857,0.0014629610000000126,0.001217651000000014
37,0.001681081000000001,0.0017963000000000007,0.0016192810000000002,0.0017234409999999922
38,0.0016155609999999876,0.0019888309999999965,0.002126241000000001,0.001697440999999994
39,0.001688841999999996,0.001799470999999997,0.0021684519999999874,0.001783238999999992
40,0.0017917910000000148,0.0019797719999999908,0.0025258099999999895,0.0017270709999999967
41,0.00196476000000001,0.0019142900000000407,0.002020830000000029,0.0017619110000000049
42,0.0019771510000000103,0.001873400000000025,0.002202792000000009,0.0017465200000000292
43,0.002057452000000015,0.0018667010000000261,0.0022045480000000284,0.0020207600000000103
44,0.002159632999999994,0.002328673999999975,0.002142711999999991,0.0016356510000000157
45,0.0019934809999999636,0.00228215100000001,0.0020936010000000005,0.0020507709999999513
46,0.001964640999999989,0.0020974109999999935,0.002216092000000003,0.002062520999999984
47,0.002083239999999986,0.002376441000000007,0.002230909999999975,0.0023703929999999707
48,0.0023756019999999767,0.002295949999999991,0.002698060999999974,0.002261811999999974
49,0.002289861000000004,0.002262011000000008,0.0026519909999999647,0.002017341000000006
50,0.002292039999999995,0.0026433610000000107,0.002587422000000006,0.0024287910000000412
51,0.0026674130000000074,0.0026096499999999634,0.002461382000000012,0.0023771610000000165
52,0.0026070599999999944,0.002799841999999997,0.0027073009999999953,0.002665991000000034
53,0.002592338999999999,0.0025178500000000437,0.002672861999999998,0.002503411000000011
54,0.002758651000000001,0.003071699999999955,0.002730530000000009,0.0026857610000000087
55,0.0032007510000000017,0.0029535419999999757,0.0029182719999999995,0.002675521000000014
56,0.0029007019999999772,0.002410991000000029,0.0030877390000000338,0.0026369509999999985
57,0.0029846819999999608,0.003048344000000036,0.002951199999999987,0.002359941000000032
58,0.002774541999999991,0.0023275409999999885,0.0023490009999999617,0.0026972399999999896
59,0.002734369999999986,0.0033065219999999784,0.002996461000000006,0.003069573999999964
60,0.002750829999999982,0.0031718009999999186,0.0033466400000000673,0.00319372200000001
61,0.003042391000000033,0.0032318799999999648,0.0029874799999999313,0.002881852000000018
62,0.0030549610000000227,0.0033765220000000484,0.003579712000000068,0.003173182000000052
63,0.003232733000000043,0.0032654120000000786,0.003398821999999968,0.0031673709999999744
64,0.0030701910000000554,0.00318640300000006,0.003612371000000003,0.003339311000000067
65,0.003428571000000047,0.0033911710000000816,0.003285382000000059,0.0030242820000000448
66,0.0034095819999999666,0.0038132709999999514,0.0034506819999999827,0.003032370999999978
67,0.003453331000000004,0.003860842000000031,0.0036063210000000234,0.003416682999999976
68,0.0035390419999999922,0.00350059200000008,0.004964528000000024,0.0035559419999999786
69,0.0032770209999999356,0.003839951000000008,0.003678981999999942,0.0035186419999999607
70,0.003682800999999958,0.0041837319999999956,0.004004330999999972,0.003531621999999901
71,0.003482170999999923,0.004027731999999951,0.0039810100000000626,0.0037430230000000675
72,0.003407191999999948,0.0035066820000000387,0.0035214919999999594,0.0034077510000000144
73,0.003603730999999999,0.003607781000000032,0.003603961999999905,0.0034027219999999136
74,0.003551152000000002,0.0041009810000000035,0.00404405200000002,0.0036819220000000596
75,0.003798130999999927,0.004438370000000025,0.004118301999999963,0.003943371000000084
76,0.003236660999999974,0.003888511999999955,0.0038393809999999196,0.0037776319999999197
77,0.003846071999999978,0.003919632000000006,0.004102892000000025,0.0036769530000000383
78,0.0035626510000000833,0.004087101999999954,0.003927471000000016,0.0037824229999999792
79,0.003885722000000036,0.003970530999999999,0.004101840999999995,0.003941960999999994
80,0.0041334120000000585,0.0039512510000000445,0.004095713000000001,0.003696632000000033
81,0.0048769339999999994,0.0048737050000000615,0.004719371999999944,0.004450522000000068
82,0.004644587000000033,0.004854101000000055,0.0049438909999999225,0.004553741999999916
