number of elements,reverse,almost sorted,shuffled,sorted
2,3.226000000000617e-05,3.0460000000009924e-05,2.7169999999993033e-05,2.6959999999992545e-05
10002,0.8143493399999999,0.7610051090000001,0.87495821,0.8306706089999998
20002,1.7763685859999998,1.760069789000001,1.8590983340000005,1.6290430479999998
